title,text,link,source
Over 3000 Covid-19 patients critically ill in Pakistan,"Daily fatalities more than double to hit 148, new cases rise after 5-day decline.",The Express Tribune,https://www.news.google.com/./articles/CBMiVGh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjUwMzE3LzEtMzAwMC1jb3ZpZC0xOS1wYXRpZW50cy1jcml0aWNhbGx5LWlsbC1wYWtpc3RhbtIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Record number of Covid-19 cases, deaths in 24 hours","ISLAMABAD: With the National Coordination and Operation Centre (NCOC) bringing over 15,450 hospitals online to deal with the Covid-19 pandemic, Pakistan ...",DAWN.com,https://www.news.google.com/./articles/CBMiIWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTU2MTYyMtIBJWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvYW1wLzE1NjE2MjI?hl=en-PK&gl=PK&ceid=PK%3Aen
Video Shows Hospital Overwhelmed By COVID-19 Cases In Pakistan? Not Quite,A video showing patients being evacuated after a fire broke out at a hospital in Lahore is being peddled with a false claim it shows the hospital overwhelmed by ...,BOOM,https://www.news.google.com/./articles/CAIiEP5ypJ4YYwf5l_I5CiKSRdEqGQgEKhAIACoHCAowg_mMCzDogp4DMKrspwY?hl=en-PK&gl=PK&ceid=PK%3Aen
"June 11: Sindh sets new record for Covid-19 testing as national tally hits 117,260",More than 5000 new cases reported during the last 24 hours while countrywide death toll reaches 2317.,The Express Tribune,https://www.news.google.com/./articles/CBMiggFodHRwOi8vdHJpYnVuZS5jb20ucGsvc3RvcnkvMjIzOTU2NS8xLWxpdmUtcmVjb21tZW5kcy1wYWtpc3Rhbi1yZWltcG9zZS1pbnRlcm1pdHRlbnQtbG9ja2Rvd25zLW5hdGlvbmFsLWNvdmlkLTE5LXRhbGx5LWhpdHMtMTEzNzAy0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: Coronavirus recoveries climb to 37%,"ISLAMABAD. Pakistan recorded 37% recoveries of COVID-19 patients after more than 2,100 people were discharged from hospitals over the past 24 hours, the ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tY29yb25hdmlydXMtcmVjb3Zlcmllcy1jbGltYi10by0zNy0vMTg4Mjc1NdIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Coronavirus Updates: Centre postpones JEE, NEET to S..-19 pandemic; Pakistan foreign minister tests positive",Coronavirus Updates: Union HRD minister Ramesh Pokhriyal on Friday announced that the JEE and NEET exams have been postponed to September in view ...,Firstpost,https://www.news.google.com/./articles/CAIiEMeUSn2R0Kw1Yq5ke4mlj68qFwgEKg8IACoHCAow5v6PATDrwA8w3-Me?hl=en-PK&gl=PK&ceid=PK%3Aen
"JUNE 7: Pakistan becomes 14th country to cross 100k Covid-19 cases; death toll tops 2,000",Nationwide tally of coronavirus patients stands at 101487 with 2032 deaths.,The Express Tribune,https://www.news.google.com/./articles/CBMiaWh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjM3MzIzLzEtbGl2ZS1wYWtpc3RhbnMtZGVhdGgtdG9sbC1jcm9zc2VzLTIwMDAtbmF0aW9ud2lkZS10YWxseS1qdW1wcy05ODk0M9IBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
COVID-19 cases in Pakistan expected to rise in July: Asad Umar,"Federal Minister for Planning Asad Umar said on Friday that the coronavirus cases in the country are expected to rise to 225000 until the end of June, cautioning ...",The Nation,https://www.news.google.com/./articles/CBMiW2h0dHBzOi8vbmF0aW9uLmNvbS5way8yNi1KdW4tMjAyMC9jb3ZpZC0xOS1jYXNlcy1pbi1wYWtpc3Rhbi1jYW4tcmlzZS10by0yMjUtMDAwLWJ5LWp1bmUtMzDSAWdodHRwczovL25hdGlvbi5jb20ucGsvMjYtSnVuLTIwMjAvY292aWQtMTktY2FzZXMtaW4tcGFraXN0YW4tY2FuLXJpc2UtdG8tMjI1LTAwMC1ieS1qdW5lLTMwP3ZlcnNpb249YW1w?hl=en-PK&gl=PK&ceid=PK%3Aen
"IR Pakistan COVID-19 Emergency Response (1st week July, 2020) - Pakistan",*Service* provided by UN OCHA. OCHA coordinates the global emergency response to save lives and protect people in humanitarian crises. We advocate for ...,ReliefWeb,https://www.news.google.com/./articles/CAIiEJRwNLdXRa60JzatU05TUJIqGQgEKhAIACoHCAow4OH9CjCg6_UCMOOV2AU?hl=en-PK&gl=PK&ceid=PK%3Aen
"June 14: Coronavirus cases could reach 1.2m by end of next month, warns Asad as tally hits 142,306",ISLAMABAD/KARACHI/LAHORE/PESHAWAR/QUETTA/MUZAFFARABAD: The novel coronavirus emerged in the central China city of Wuhan towards the end ...,The Express Tribune,https://www.news.google.com/./articles/CBMiZ2h0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQyMzA4LzEtbGl2ZS1wYWtpc3Rhbi1yZXBvcnRzLTgxLW5ldy1kZWF0aHMtY292aWQtMTktdGFsbHktcmVhY2hlcy0xMzkyMzDSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Covid-19 fatalities cross 3,500 in Pakistan","Islamabad, June 21 Sindh provincial government's spokesperson Murtaza Wahab has tested positive for the coronavirus, adding to the list of politicians who ...",The Tribune,https://www.news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9jb3JvbmF2aXJ1cy9jb3ZpZC0xOS1mYXRhbGl0aWVzLWNyb3NzLTMtNTAwLWluLXBha2lzdGFuLTEwMjIzNtIBYGh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9jb3JvbmF2aXJ1cy9jb3ZpZC0xOS1mYXRhbGl0aWVzLWNyb3NzLTMtNTAwLWluLXBha2lzdGFuLTEwMjIzNg?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan’s positivity rate of Covid-19 ‘high’, finds WHO","Pakistan's positivity rate of the deadly coronavirus is now 22 per cent, finds a report by the World Health Organisation (WHO). Positivity rates, which are being ...",Pakistan Today,https://www.news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LnBha2lzdGFudG9kYXkuY29tLnBrLzIwMjAvMDYvMTUvcGFraXN0YW5zLXBvc2l0aXZpdHktcmF0ZS1vZi1jb3ZpZC0xOS1oaWdoLWZpbmRzLXdoby_SAWVodHRwczovL3d3dy5wYWtpc3RhbnRvZGF5LmNvbS5way8yMDIwLzA2LzE1L3Bha2lzdGFucy1wb3NpdGl2aXR5LXJhdGUtb2YtY292aWQtMTktaGlnaC1maW5kcy13aG8vYW1wLw?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Red Crescent starts free Covid-19 tests for those with symptoms in Karachi,"Karachi: In order to ramp up the testing capacity for Covid-19, the Sindh Branch of Pakistan Red Crescent has opened a walk-in sample collection centre at ...",The News International,https://www.news.google.com/./articles/CBMie2h0dHBzOi8vd3d3LnRoZW5ld3MuY29tLnBrL3ByaW50LzY3Nzc5Ni1wYWtpc3Rhbi1yZWQtY3Jlc2NlbnQtc3RhcnRzLWZyZWUtY292aWQtMTktdGVzdHMtZm9yLXRob3NlLXdpdGgtc3ltcHRvbXMtaW4ta2FyYWNoadIBeWh0dHBzOi8vd3d3LnRoZW5ld3MuY29tLnBrL2FtcC82Nzc3OTYtcGFraXN0YW4tcmVkLWNyZXNjZW50LXN0YXJ0cy1mcmVlLWNvdmlkLTE5LXRlc3RzLWZvci10aG9zZS13aXRoLXN5bXB0b21zLWluLWthcmFjaGk?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan's Covid-19 tally surpasses 142000,"The nationwide tally of Covid-19 patients surpassed 142,000 on Sunday as there has been an exponential increase in cases since the start of the current month ...",The Express Tribune,https://www.news.google.com/./articles/CBMiT2h0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQyNzA5LzEtcGFraXN0YW5zLWNvdmlkLTE5LXRhbGx5LXN1cnBhc3Nlcy0xNDIwMDDSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
105-year-old man recovers from COVID-19 in Pakistan: local media - Xinhua | English.news.cn,"ISLAMABAD, July 3 (Xinhua) -- A 105-year-old man in Pakistan's east Punjab province has been discharged from hospital after successfully defeating COVID-19 ...",Xinhua,https://www.news.google.com/./articles/CBMiO2h0dHA6Ly93d3cueGluaHVhbmV0LmNvbS9lbmdsaXNoLzIwMjAtMDcvMDQvY18xMzkxODY5MzcuaHRt0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
COVID-19: US delivers more medical aid to Pakistan,"PESHAWAR: The United States Government, through the US Agency for International Development (USAID) delivered essential and lifesaving healthcare ...",The Express Tribune,https://www.news.google.com/./articles/CBMiTmh0dHBzOi8vdHJpYnVuZS5jb20ucGsvc3RvcnkvMjI0OTQ4Ny9jb3ZpZC0xOS11cy1kZWxpdmVycy1tZWRpY2FsLWFpZC1wYWtpc3RhbtIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
United Nations Response to COVID-19 in Pakistan (5 June 2020) - Pakistan,"English Situation Report on Pakistan about Agriculture, Coordination, Children, Women, Epidemic and more; published on 15 Jun 2020 by UNCT Pakistan.",ReliefWeb,https://www.news.google.com/./articles/CAIiEOuS7TId0gH-sKjLoPh1JPIqGQgEKhAIACoHCAow4OH9CjCg6_UCMMiouwY?hl=en-PK&gl=PK&ceid=PK%3Aen
Chinese expertise can control Covid-19 in Pakistan: Doctors,"ISLAMABAD - A Pakistani volunteer couple, who are doctors, has expressed solidarity with China against Covid-19 and hoped that the world's community would ...",The Nation,https://www.news.google.com/./articles/CBMiXGh0dHBzOi8vbmF0aW9uLmNvbS5way8yNy1KdW4tMjAyMC9jaGluZXNlLWV4cGVydGlzZS1jYW4tY29udHJvbC1jb3ZpZC0xOS1pbi1wYWtpc3Rhbi1kb2N0b3Jz0gFoaHR0cHM6Ly9uYXRpb24uY29tLnBrLzI3LUp1bi0yMDIwL2NoaW5lc2UtZXhwZXJ0aXNlLWNhbi1jb250cm9sLWNvdmlkLTE5LWluLXBha2lzdGFuLWRvY3RvcnM_dmVyc2lvbj1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Freedom of press smothered in Pakistan as paramilitary forces torture journalists over Covid-19 coverage,"Balochistan: In yet another case of atrocities against the press, especially in conflict-stricken Balochistan province, Pakistan's paramilitary forces recently tortured ...",Times Now,https://www.news.google.com/./articles/CAIiED2swl3HJQFCioyErrzWtuEqGQgEKhAIACoHCAowr6n9CjCr4PQCMO_61QM?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan registers record 97 COVID-19 deaths in one day, total number of infections approaches 94,000","With a record 97 fatalities in one day, the death toll in the country has reached 1935, while 32581 people have recovered from the disease.",The Hindu,https://www.news.google.com/./articles/CBMiowFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3Bha2lzdGFuLXJlZ2lzdGVycy1yZWNvcmQtOTctY292aWQtMTktZGVhdGhzLWluLW9uZS1kYXktdG90YWwtbnVtYmVyLW9mLWluZmVjdGlvbnMtYXBwcm9hY2hlcy05NDAwMC9hcnRpY2xlMzE3NjQyOTEuZWNl0gGoAWh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL2ludGVybmF0aW9uYWwvcGFraXN0YW4tcmVnaXN0ZXJzLXJlY29yZC05Ny1jb3ZpZC0xOS1kZWF0aHMtaW4tb25lLWRheS10b3RhbC1udW1iZXItb2YtaW5mZWN0aW9ucy1hcHByb2FjaGVzLTk0MDAwL2FydGljbGUzMTc2NDI5MS5lY2UvYW1wLw?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 Weekly Situation Report No. 11 - Reporting Period: 13-19 June 2020 - Pakistan,"English Situation Report on Pakistan about Contributions, Coordination, Children, Women, Epidemic and more; published on 23 Jun 2020 by UNICEF.",ReliefWeb,https://www.news.google.com/./articles/CAIiEKoxfbyv3wqO9dKTgHlo0Y4qGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan has seventh-highest daily positivity rate of Covid-19: report,"Pakistan has the seventh-highest average daily positivity rate compared to other impacted countries, according to data from Johns Hopkins University.",Pakistan Today,https://www.news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnBha2lzdGFudG9kYXkuY29tLnBrLzIwMjAvMDYvMjUvcGFraXN0YW4taGFzLXNldmVudGgtaGlnaGVzdC1kYWlseS1wb3NpdGl2aXR5LXJhdGUtb2YtY292aWQtMTktcmVwb3J0L9IBdmh0dHBzOi8vd3d3LnBha2lzdGFudG9kYXkuY29tLnBrLzIwMjAvMDYvMjUvcGFraXN0YW4taGFzLXNldmVudGgtaGlnaGVzdC1kYWlseS1wb3NpdGl2aXR5LXJhdGUtb2YtY292aWQtMTktcmVwb3J0L2FtcC8?hl=en-PK&gl=PK&ceid=PK%3Aen
Six Pakistan cricketers undergo third Covid-19 test,"In case of negative tests, they will be eligible to fly for England to join the Pakistan team for the upcoming tour.",DAWN.com,https://www.news.google.com/./articles/CBMiVWh0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTU2NjAwOC9zaXgtcGFraXN0YW4tY3JpY2tldGVycy11bmRlcmdvLXRoaXJkLWNvdmlkLTE5LXRlc3TSASVodHRwczovL3d3dy5kYXduLmNvbS9uZXdzL2FtcC8xNTY2MDA4?hl=en-PK&gl=PK&ceid=PK%3Aen
COVID-19 threat: Emirates suspends flights from Pakistan,"DUBAI: Emirates, one of the world's biggest long-haul airlines, has suspended flights from Pakistan after passengers tested positive for coronavirus in Hong ...",The News International,https://www.news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LnRoZW5ld3MuY29tLnBrL3ByaW50LzY3NzU3NC1jb3ZpZC0xOS10aHJlYXQtZW1pcmF0ZXMtc3VzcGVuZHMtZmxpZ2h0cy1mcm9tLXBha2lzdGFu0gFdaHR0cHM6Ly93d3cudGhlbmV3cy5jb20ucGsvYW1wLzY3NzU3NC1jb3ZpZC0xOS10aHJlYXQtZW1pcmF0ZXMtc3VzcGVuZHMtZmxpZ2h0cy1mcm9tLXBha2lzdGFu?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: 2nd ex-premier tests positive for coronavirus,"Yousuf Raza Gilani joins growing list of infected politicians, former cricket captain Shahid Afridi also tests positive - Anadolu Agency.",Anadolu Agency,https://www.news.google.com/./articles/CBMiZGh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tMm5kLWV4LXByZW1pZXItdGVzdHMtcG9zaXRpdmUtZm9yLWNvcm9uYXZpcnVzLzE4NzU1ODfSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Surging COVID-19 Cases In Pakistan Overwhelm Hospitals,"In Pakistan, angry families are attacking doctors and smashing hospitals as health care workers turn away coronavirus patients — saying their institutions are full ...",NPR,https://www.news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMC8wNi8xOC84Nzk4OTIxNzAvc3VyZ2luZy1jb3ZpZC0xOS1jYXNlcy1pbi1wYWtpc3Rhbi1vdmVyd2hlbG0taG9zcGl0YWxz0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Role of governance to counter COVID-19 in Pakistan,The Coronavirus (COVID-19) pandemic has compelled countries around the world to implement immediate and long-term governance initiatives in order to ...,The Nation,https://www.news.google.com/./articles/CBMiYmh0dHBzOi8vbmF0aW9uLmNvbS5way8wNS1KdW4tMjAyMC9yb2xlLW9mLXN0cmVldC1sZXZlbC1idXJlYXVjcmFjeS10by1jb3VudGVyLWNvdmlkLTE5LWluLXBha2lzdGFu0gFuaHR0cHM6Ly9uYXRpb24uY29tLnBrLzA1LUp1bi0yMDIwL3JvbGUtb2Ytc3RyZWV0LWxldmVsLWJ1cmVhdWNyYWN5LXRvLWNvdW50ZXItY292aWQtMTktaW4tcGFraXN0YW4_dmVyc2lvbj1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
"WHO Pakistan integrating infection, prevention and control measures for COVID-19 response - Pakistan","20 June 2020 – The COVID-19 pandemic has presented new challenges for health care systems across the globe, but especially in Pakistan. Infection ...",ReliefWeb,https://www.news.google.com/./articles/CAIiEFSIabepkotPhmFnWS5Gr8YqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
The Covid-19 call for a Naya Pakistan,"The word coronavirus irks, with more than 8.6 million people infected by it and many more likely to be, like no other word these days. To some, the current ...",Pakistan Today,https://www.news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3LnBha2lzdGFudG9kYXkuY29tLnBrLzIwMjAvMDYvMjAvdGhlLWNvdmlkLTE5LWNhbGwtZm9yLWEtbmF5YS1wYWtpc3Rhbi_SAVZodHRwczovL3d3dy5wYWtpc3RhbnRvZGF5LmNvbS5way8yMDIwLzA2LzIwL3RoZS1jb3ZpZC0xOS1jYWxsLWZvci1hLW5heWEtcGFraXN0YW4vYW1wLw?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19: Impacts on Pakistan's Cybersecurity,The Covid-19 pandemic still remains the most dominant factor affecting global scenario. Neither the superpowers nor the developing countries are spared of.,Modern Diplomacy,https://www.news.google.com/./articles/CBMiUmh0dHBzOi8vbW9kZXJuZGlwbG9tYWN5LmV1LzIwMjAvMDYvMjkvY292aWQtMTktaW1wYWN0cy1vbi1wYWtpc3RhbnMtY3liZXJzZWN1cml0eS_SAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan Hospitals Running Out of Beds as Virus Cases Surge Past 100,000","Pakistan has recorded more than 100000 cases of coronavirus, health authorities said Monday, as hospitals warned they are running out of beds to treat ...",VOA News,https://www.news.google.com/./articles/CAIiEIREQY2LneBV70hutLOd4UEqGAgEKg8IACoHCAowqc_1ATCe_xQwjqi1Bg?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan records 105 more COVID-19 fatalities, death toll rises to 3,695; total cases reach 185,034","Islamabad: The coronavirus pandemic turned grimmer in Pakistan with 105 more fatalities in the last 24 hours, taking the death toll to 3,695, while the total cases ...",Economic Times,https://www.news.google.com/./articles/CAIiEL-AeA8zzv_gPIuEKKvbn8YqGQgEKhAIACoHCAow2pqGCzD954MDMPTVigY?hl=en-PK&gl=PK&ceid=PK%3Aen
"ADB, Pakistan Sign $5.28 Million Norwegian Grant to Strengthen COVID-19 Response - Pakistan","ISLAMABAD, PAKISTAN (5 June 2020) — The Asian Development Bank (ADB) and the Government of Pakistan signed an agreement today to expand support ...",ReliefWeb,https://www.news.google.com/./articles/CAIiEJ7ga3v_gyrRjgrC32U11UkqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Watch: Pakistan’s COVID-19 cases decreased in June,"The results of Pakistan's smart lockdown are beginning to show. From June 1 to June 22, there has been a significant reduction in the number of COVID-19 ...",SAMAA,https://www.news.google.com/./articles/CAIiEEe9djvCgPQ3HFcGaZvZ5gEqGQgEKhAIACoHCAowwpSUCzCv06kDMPv2xQY?hl=en-PK&gl=PK&ceid=PK%3Aen
Coronavirus updates: Latest news on the COVID-19 pandemic from Pakistan and around the world,"Liveblog/coronavirus | Geo TV provides latest news, breaking news, urdu news from pakistan, world, sports, cricket, business, politics, health. watch geo news ...",Geo News,https://www.news.google.com/./articles/CAIiEP0dY5LSK9uhsCPMBVrw6u4qMwgEKioIACIQueFm35xOZipy-QOS9ivtJCoUCAoiELnhZt-cTmYqcvkDkvYr7SQwqpvFBg?hl=en-PK&gl=PK&ceid=PK%3Aen
